# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_truncation	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_truncation	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_exon_loss_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_rare_amino_acid_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
BPIFC	ENSG00000184459	ENST00000534972	protein_coding	18	105	115	984	0	17	15	0	127	0	0	0	0	130	0	5	0	672	115	0	0	0	6	4	47	1	0	2	0	0	52	80
BRD1	ENSG00000100425	ENST00000216267	protein_coding	7	383	412	1139	0	38	29	0	124	1	1	0	0	0	0	3	0	906	410	0	0	0	0	0	52	0	0	4	0	1	311	113
BRD1	ENSG00000100425	ENST00000404034	protein_coding	7	355	412	1138	0	38	0	0	2	1	1	0	0	0	0	3	0	1055	410	0	0	0	0	0	53	0	0	4	0	1	311	86
BRD1	ENSG00000100425	ENST00000404760	protein_coding	10	384	467	1051	0	38	0	0	2	1	1	0	1	0	0	5	0	1054	464	0	0	0	0	0	53	0	0	5	0	1	340	0
BRD1	ENSG00000100425	ENST00000438393	nonsense_mediated_decay	1	52	0	2054	0	195	0	0	0	0	0	0	0	0	0	0	0	903	0	571	0	0	1	0	52	0	0	0	0	0	0	438
BRD1	ENSG00000100425	ENST00000457780	protein_coding	10	412	467	1052	0	38	29	0	124	1	1	0	1	0	0	5	0	819	464	0	0	0	0	0	52	0	0	5	0	1	340	113
BRD1	ENSG00000100425	ENST00000459821	processed_transcript	1	5	0	618	0	0	0	0	0	0	0	0	0	27	0	0	0	48	0	119	0	0	1	0	5	0	0	0	0	0	0	430
BRD1	ENSG00000100425	ENST00000479985	retained_intron	0	5	0	565	0	0	0	0	0	0	0	0	0	114	0	0	0	79	0	94	0	0	0	0	5	0	0	0	0	0	0	283
BRD1	ENSG00000100425	ENST00000494833	processed_transcript	0	3	0	621	0	0	0	0	0	0	0	0	0	102	0	0	0	20	0	61	0	0	0	0	3	0	0	0	0	0	0	441
BX546033.1	ENSG00000286801	ENST00000667077		0	0	0	85	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1QTNF6	ENSG00000133466	ENST00000337843	protein_coding	6	72	146	288	0	19	1	0	8	1	0	0	0	0	0	4	0	259	145	0	0	0	1	0	7	0	0	1	0	0	68	6
C1QTNF6	ENSG00000133466	ENST00000397110	protein_coding	6	78	146	285	0	8	2	0	12	1	0	0	0	0	0	4	0	270	145	0	0	0	1	0	12	0	0	1	0	0	68	2
C1QTNF6	ENSG00000133466	ENST00000434784	protein_coding	5	27	62	422	0	138	1	0	7	0	0	0	0	15	0	3	0	259	62	0	0	0	1	0	10	0	0	1	0	0	19	7
C1QTNF6	ENSG00000133466	ENST00000467564	processed_transcript	0	0	0	191	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1QTNF6	ENSG00000133466	ENST00000470655	processed_transcript	5	20	0	486	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0	270	0	0	4	1	20	0	0	0	0	0	0	0
C1QTNF6	ENSG00000133466	ENST00000493023	retained_intron	1	2	0	508	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	331	0	0	1	0	2	0	0	0	0	0	0	105
C1QTNF6	ENSG00000133466	ENST00000497071	processed_transcript	0	0	0	191	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C22orf15	ENSG00000169314	ENST00000305199	protein_coding	11	58	66	692	0	22	6	0	29	0	0	0	0	310	0	5	0	345	66	0	0	0	1	1	18	1	0	4	0	0	40	0
C22orf15	ENSG00000169314	ENST00000382821	protein_coding	10	47	69	699	0	26	4	0	22	0	0	1	0	310	0	6	0	344	68	0	0	0	0	1	19	1	0	2	0	0	34	7
C22orf15	ENSG00000169314	ENST00000402217	protein_coding	13	49	69	696	0	26	6	0	29	0	0	0	0	310	0	5	0	345	69	0	0	0	1	1	18	1	0	5	0	0	31	0
C22orf15	ENSG00000169314	ENST00000477921	retained_intron	0	6	0	815	0	0	0	0	0	0	0	0	0	310	0	0	0	67	0	444	0	0	0	0	6	0	0	0	0	0	0	0
C22orf15	ENSG00000169314	ENST00000498542	retained_intron	0	4	0	817	0	0	0	0	0	0	0	0	0	670	0	0	0	59	0	92	0	0	0	0	4	0	0	0	0	0	0	0
C22orf23	ENSG00000128346	ENST00000249079	protein_coding	28	49	91	417	0	15	0	0	1	0	0	3	0	80	0	15	0	228	88	0	0	0	2	3	21	1	0	5	4	0	32	115
C22orf23	ENSG00000128346	ENST00000403026	protein_coding	28	50	91	417	0	11	0	0	1	0	0	3	0	84	0	15	0	228	88	0	0	0	2	3	22	1	0	5	4	0	32	115
C22orf23	ENSG00000128346	ENST00000403305	protein_coding	28	49	91	417	0	15	0	0	1	0	0	3	0	80	0	15	0	228	88	0	0	0	2	3	21	1	0	5	4	0	32	115
C22orf23	ENSG00000128346	ENST00000418863	protein_coding	19	35	72	459	0	0	0	0	1	0	0	2	0	180	0	9	0	179	70	0	0	0	2	2	16	1	0	5	0	0	23	115
C22orf23	ENSG00000128346	ENST00000422191	protein_coding	9	27	53	501	0	0	5	0	28	0	0	2	0	249	0	5	0	118	51	0	0	0	2	0	11	1	0	1	0	0	15	115
C22orf23	ENSG00000128346	ENST00000619227	protein_coding	27	43	84	431	0	15	0	0	1	0	0	2	0	80	0	15	0	237	82	0	0	0	1	3	17	1	0	5	4	0	30	115
C22orf24	ENSG00000128254	ENST00000484682	retained_intron	1	3	0	236	0	0	0	0	0	0	0	0	0	80	0	0	0	59	0	101	0	0	0	1	3	0	0	0	0	0	0	0
C22orf24	ENSG00000128254	ENST00000486651		4	10	0	642	0	0	0	0	0	0	0	0	0	7	0	0	0	378	0	205	0	0	0	4	10	0	0	0	0	0	0	66
C22orf24	ENSG00000128254	ENST00000623735		3	11	0	642	0	0	0	0	0	0	0	0	0	0	0	0	0	365	0	172	0	0	0	3	11	0	0	0	0	0	0	119
C22orf24	ENSG00000128254	ENST00000641789	retained_intron	0	4	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	194	0	0	0	0	4	0	0	0	0	0	0	0
C22orf24	ENSG00000128254	ENST00000667186		0	4	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	194	0	0	0	0	4	0	0	0	0	0	0	0
C22orf24	ENSG00000128254	ENST00000670472		1	2	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	181	0	0	0	1	2	0	0	0	0	0	0	0
C22orf31	ENSG00000100249	ENST00000216071	protein_coding	21	75	149	291	0	16	0	0	11	0	0	0	2	16	0	12	0	242	147	0	0	0	0	0	9	0	0	9	0	0	68	13
C22orf34	ENSG00000188511	ENST00000343999		1	12	0	571	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	353	0	0	0	1	12	0	0	0	0	0	0	105
C22orf34	ENSG00000188511	ENST00000400023		1	10	0	573	0	0	0	0	0	0	0	0	0	0	0	0	0	425	0	159	0	0	0	1	10	0	0	0	0	0	0	0
C22orf34	ENSG00000188511	ENST00000405854		1	18	0	565	0	0	0	0	0	0	0	0	0	19	0	0	0	358	0	207	0	0	0	1	18	0	0	0	0	0	0	0
C22orf34	ENSG00000188511	ENST00000414287		0	0	0	584	0	0	0	0	0	0	0	0	0	0	0	0	0	584	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C22orf34	ENSG00000188511	ENST00000416411		0	0	0	584	0	0	0	0	0	0	0	0	0	0	0	0	0	584	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C22orf34	ENSG00000188511	ENST00000444628		2	20	0	562	0	0	0	0	0	0	0	0	0	272	0	0	0	151	0	132	0	0	0	2	20	0	0	0	0	0	0	29
C22orf39	ENSG00000242259	ENST00000333059	protein_coding	15	37	64	726	0	155	0	0	7	0	1	1	0	120	0	7	1	100	62	0	0	0	0	0	15	0	0	8	0	0	28	351
C22orf39	ENSG00000242259	ENST00000399562	protein_coding	17	54	88	760	0	224	9	0	37	0	1	2	0	51	0	8	0	100	85	0	0	0	0	0	14	1	0	8	0	0	38	355
C22orf39	ENSG00000242259	ENST00000399568	protein_coding	11	31	46	790	0	17	0	0	4	0	2	1	0	37	0	5	1	387	43	0	0	0	1	0	14	0	0	5	0	0	22	354
C22orf39	ENSG00000242259	ENST00000509549	nonsense_mediated_decay	0	63	0	3444	0	492	0	0	3	0	0	0	0	71	0	0	0	2014	0	572	0	0	0	0	63	0	0	0	0	0	0	355
C22orf39	ENSG00000242259	ENST00000542103	protein_coding	13	49	70	819	0	17	9	0	37	0	2	2	0	32	0	6	0	387	66	0	0	0	1	0	14	1	0	5	0	0	32	355
C22orf39	ENSG00000242259	ENST00000611555	protein_coding	17	54	88	760	0	203	9	0	37	0	1	2	0	72	0	8	0	100	85	0	0	0	0	0	14	1	0	8	0	0	38	355
C22orf42	ENSG00000205856	ENST00000382097	protein_coding	23	90	117	456	0	31	6	0	31	0	1	0	0	0	0	10	0	354	116	0	0	0	2	5	33	2	0	5	1	0	61	70
C22orf42	ENSG00000205856	ENST00000467813	retained_intron	6	27	0	647	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	317	0	0	2	4	27	0	0	0	0	0	0	63
C22orf42	ENSG00000205856	ENST00000490640	processed_transcript	1	4	0	503	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	82	0	0	1	0	4	0	0	0	0	0	0	377
C22orf46	ENSG00000184208	ENST00000472110	processed_transcript	1	7	0	523	0	0	0	0	0	0	0	0	0	135	0	0	0	89	0	226	0	0	0	1	7	0	0	0	0	0	0	81
C22orf46	ENSG00000184208	ENST00000654032	transcribed_unitary_pseudogene	1	7	0	522	0	0	0	0	0	0	0	0	0	135	0	0	0	37	0	193	0	0	0	1	7	0	0	0	0	0	0	165
C22orf46	ENSG00000184208	ENST00000656592	processed_transcript	2	8	0	521	0	0	0	0	0	0	0	0	0	135	0	0	0	105	0	210	0	0	0	2	8	0	0	0	0	0	0	81
C22orf46	ENSG00000184208	ENST00000660688	processed_transcript	2	8	0	520	0	0	0	0	0	0	0	0	0	135	0	0	0	105	0	190	0	0	0	2	8	0	0	0	0	0	0	100
C22orf46	ENSG00000184208	ENST00000664954	processed_transcript	1	11	0	519	0	0	0	0	0	0	0	0	0	135	0	0	0	173	0	161	0	0	0	1	11	0	0	0	0	0	0	62
C22orf46	ENSG00000184208	ENST00000668666	processed_transcript	1	7	0	522	0	0	0	0	0	0	0	0	0	135	0	0	0	37	0	211	0	0	0	1	7	0	0	0	0	0	0	147
CA15P1	ENSG00000241527	ENST00000481698	unitary_pseudogene	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150
CABIN1	ENSG00000099991	ENST00000263119	protein_coding	81	578	925	1853	0	26	8	0	21	6	1	7	0	257	0	35	0	1667	912	0	0	0	5	10	147	0	0	34	0	0	467	0
CABIN1	ENSG00000099991	ENST00000337989	protein_coding	8	152	274	687	0	26	0	0	0	1	1	2	0	257	0	6	0	419	270	0	0	0	0	2	21	0	0	1	0	0	139	0
CABIN1	ENSG00000099991	ENST00000398319	protein_coding	81	578	925	1853	0	26	8	0	21	6	1	7	0	257	0	35	0	1667	912	0	0	0	5	10	147	0	0	34	0	0	467	0
CABIN1	ENSG00000099991	ENST00000405822	protein_coding	78	555	889	1915	0	26	8	0	21	6	1	7	0	257	0	34	0	1724	876	0	0	0	5	9	138	0	0	33	0	0	448	0
CABIN1	ENSG00000099991	ENST00000445422	protein_coding	13	108	155	572	0	0	8	0	21	2	0	2	0	195	0	3	0	373	152	0	0	0	1	0	26	0	0	9	0	0	84	0
CABIN1	ENSG00000099991	ENST00000454754	protein_coding	13	105	154	576	0	0	8	0	21	2	0	2	0	199	0	3	0	373	151	0	0	0	1	0	26	0	0	9	0	0	81	0
CABIN1	ENSG00000099991	ENST00000459824	retained_intron	0	5	0	531	0	0	0	0	0	0	0	0	0	279	0	0	0	55	0	78	0	0	0	0	5	0	0	0	0	0	0	124
CABIN1	ENSG00000099991	ENST00000467937	retained_intron	1	16	0	380	0	0	0	0	0	0	0	0	0	40	0	0	0	94	0	142	0	0	0	1	16	0	0	0	0	0	0	121
CABIN1	ENSG00000099991	ENST00000474981	retained_intron	1	2	0	432	0	0	0	0	0	0	0	0	0	157	0	0	0	41	0	84	0	0	1	0	2	0	0	0	0	0	0	153
CABIN1	ENSG00000099991	ENST00000484593	retained_intron	0	6	0	469	0	0	0	0	0	0	0	0	0	116	0	0	0	44	0	107	0	0	0	0	6	0	0	0	0	0	0	208
CABIN1	ENSG00000099991	ENST00000485008	processed_transcript	2	8	0	854	0	0	0	0	0	0	0	0	0	313	0	0	0	124	0	98	0	0	0	2	9	0	0	0	0	0	0	330
CABIN1	ENSG00000099991	ENST00000495121	processed_transcript	0	3	0	424	0	0	0	0	0	0	0	0	0	377	0	0	0	28	0	22	0	0	0	0	3	0	0	0	0	0	0	0
CABIN1	ENSG00000099991	ENST00000496016	retained_intron	0	2	0	537	0	0	0	0	0	0	0	0	0	82	0	0	0	45	0	108	0	0	0	0	2	0	0	0	0	0	0	304
CABIN1	ENSG00000099991	ENST00000617531	protein_coding	80	560	898	1899	0	26	8	0	21	6	1	7	0	257	0	35	0	1711	885	0	0	0	5	10	142	0	0	33	0	0	451	0
CABP7	ENSG00000100314	ENST00000216144	protein_coding	8	87	88	346	0	106	4	0	34	0	0	0	0	0	0	3	0	234	88	0	0	0	0	3	29	0	0	2	0	0	58	0
CACNA1I	ENSG00000100346	ENST00000401624	protein_coding	28	659	814	1949	0	15	0	0	0	5	4	3	5	260	0	9	0	1755	797	0	0	0	2	7	135	0	0	9	1	0	560	27
CACNA1I	ENSG00000100346	ENST00000402142	protein_coding	30	740	921	1759	0	27	0	0	0	5	5	4	7	0	0	11	0	1821	900	0	0	0	3	7	143	0	0	9	0	0	634	27
CACNA1I	ENSG00000100346	ENST00000404898	protein_coding	26	727	903	1794	0	27	0	0	0	4	5	4	7	0	0	9	0	1850	883	0	0	0	3	5	138	0	0	9	0	0	625	27
CACNA1I	ENSG00000100346	ENST00000407673	protein_coding	24	646	796	1984	0	0	0	0	0	4	4	3	5	275	0	7	0	1784	780	0	0	0	2	5	130	0	0	9	1	0	551	27
CACNA1I	ENSG00000100346	ENST00000471970	processed_transcript	0	0	0	391	0	0	0	0	0	0	0	0	0	214	0	0	0	15	0	10	0	0	0	0	0	0	0	0	0	0	0	152
CACNG2	ENSG00000166862	ENST00000300105	protein_coding	0	89	104	184	0	23	5	0	26	0	1	1	0	0	0	0	0	141	102	0	0	0	0	0	9	0	0	0	0	1	77	0
CACNG2	ENSG00000166862	ENST00000480002	processed_transcript	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62
CARD10	ENSG00000100065	ENST00000251973	protein_coding	31	293	474	1124	0	24	13	0	93	2	0	2	0	130	0	13	1	862	470	0	0	0	1	2	73	0	0	15	1	0	230	67
CARD10	ENSG00000100065	ENST00000403299	protein_coding	31	299	474	1120	0	24	14	0	92	2	0	2	0	130	0	13	1	914	470	0	0	0	1	2	78	0	0	15	1	0	230	16
CARD10	ENSG00000100065	ENST00000406271	protein_coding	23	219	361	904	0	24	1	0	18	1	0	1	0	130	0	11	1	655	359	0	0	0	1	0	61	1	0	10	1	0	175	120
CARD10	ENSG00000100065	ENST00000433485	protein_coding	9	43	83	1107	0	0	0	0	0	1	0	0	0	528	0	6	0	176	82	0	0	0	1	0	13	0	0	3	0	0	34	413
CARD10	ENSG00000100065	ENST00000437756	protein_coding	17	172	235	1082	0	0	19	0	88	1	0	1	0	292	0	10	0	633	233	0	0	0	1	0	58	0	0	7	0	0	112	109
CARD10	ENSG00000100065	ENST00000467812	retained_intron	0	16	0	831	0	0	0	0	0	0	0	0	0	130	0	0	0	164	0	237	0	0	0	0	16	0	0	0	0	0	0	316
CARD10	ENSG00000100065	ENST00000476871	retained_intron	0	12	0	573	0	0	0	0	0	0	0	0	0	286	0	0	0	167	0	132	0	0	0	0	12	0	0	0	0	0	0	0
CARD10	ENSG00000100065	ENST00000486118	processed_transcript	0	10	0	707	0	0	0	0	0	0	0	0	0	512	0	0	0	76	0	125	0	0	0	0	10	0	0	0	0	0	0	4
CARD10	ENSG00000100065	ENST00000488141	retained_intron	0	27	0	820	0	0	0	0	0	0	0	0	0	130	0	0	0	301	0	332	0	0	0	0	27	0	0	0	0	0	0	84
CARD10	ENSG00000100065	ENST00000494166	processed_transcript	0	7	0	943	0	0	0	0	0	0	0	0	0	318	0	0	0	143	0	86	0	0	0	0	7	0	0	0	0	0	0	403
CASTOR1	ENSG00000239282	ENST00000404953	protein_coding	10	99	126	696	0	30	5	0	43	0	0	0	0	0	0	7	0	318	126	0	0	0	1	1	26	1	0	0	0	0	76	325
CASTOR1	ENSG00000239282	ENST00000407689	protein_coding	12	110	139	670	0	30	5	0	43	0	0	0	0	0	0	8	0	296	139	0	0	0	2	1	31	1	0	0	0	0	84	325
CASTOR1	ENSG00000239282	ENST00000415484	nonsense_mediated_decay	2	25	0	1022	0	119	0	0	4	0	0	0	0	191	0	0	0	217	0	154	0	0	2	0	25	0	0	0	0	0	0	364
CASTOR1	ENSG00000239282	ENST00000421236	nonsense_mediated_decay	2	27	0	1118	0	173	5	0	43	0	0	0	0	78	0	0	0	284	0	239	0	0	1	1	22	0	0	0	0	0	0	325
CASTOR1	ENSG00000239282	ENST00000425691	nonsense_mediated_decay	2	27	0	1057	0	132	1	0	27	0	0	0	0	191	0	0	0	200	0	194	0	0	2	0	26	0	0	0	0	0	0	341
CASTOR1	ENSG00000239282	ENST00000440704	nonsense_mediated_decay	1	13	0	990	0	78	0	0	0	0	0	0	0	346	0	0	0	99	0	112	0	0	1	0	13	0	0	0	0	0	0	369
CASTOR1	ENSG00000239282	ENST00000440839	nonsense_mediated_decay	0	15	0	1087	0	140	3	0	33	0	0	0	0	0	0	0	0	395	0	196	0	0	0	0	12	0	0	0	0	0	0	335
CASTOR1	ENSG00000239282	ENST00000459785	processed_transcript	0	4	0	622	0	0	0	0	0	0	0	0	0	0	0	0	0	376	0	16	0	0	0	0	4	0	0	0	0	0	0	234
CASTOR1	ENSG00000239282	ENST00000463795	retained_intron	2	19	0	905	0	0	0	0	0	0	0	0	0	219	0	0	0	164	0	197	0	0	2	0	19	0	0	0	0	0	0	346
CASTOR1	ENSG00000239282	ENST00000464854	processed_transcript	0	5	0	763	0	0	0	0	0	0	0	0	0	353	0	0	0	43	0	58	0	0	0	0	5	0	0	0	0	0	0	314
CASTOR1	ENSG00000239282	ENST00000471480	retained_intron	0	7	0	919	0	0	0	0	0	0	0	0	0	219	0	0	0	126	0	240	0	0	0	0	7	0	0	0	0	0	0	341
CASTOR1	ENSG00000239282	ENST00000492159	retained_intron	1	11	0	910	0	0	0	0	0	0	0	0	0	329	0	0	0	77	0	110	0	0	1	0	11	0	0	0	0	0	0	406
CASTOR1	ENSG00000239282	ENST00000497605	retained_intron	0	12	0	914	0	0	0	0	0	0	0	0	0	175	0	0	0	175	0	230	0	0	0	0	12	0	0	0	0	0	0	346
CASTOR1	ENSG00000239282	ENST00000498572	processed_transcript	0	3	0	923	0	0	0	0	0	0	0	0	0	404	0	0	0	91	0	90	0	0	0	0	3	0	0	0	0	0	0	341
CBX6	ENSG00000183741	ENST00000216083	protein_coding	6	134	173	232	0	37	0	0	3	2	0	0	1	0	0	4	0	171	170	0	0	0	2	0	14	0	0	0	0	0	122	35
CBX6	ENSG00000183741	ENST00000407418	protein_coding	4	136	178	227	0	37	0	0	3	2	1	0	1	0	0	4	0	164	174	0	0	0	0	0	14	0	0	0	0	0	124	35
CBX6	ENSG00000183741	ENST00000469420	retained_intron	0	11	0	535	0	0	0	0	0	0	0	0	0	331	0	0	0	119	0	73	0	0	0	0	11	0	0	0	0	0	0	23
CBX7	ENSG00000100307	ENST00000216133	protein_coding	8	96	106	324	0	25	7	0	57	1	0	0	1	0	0	1	0	263	104	0	0	0	1	0	25	0	1	6	0	0	68	0
CBX7	ENSG00000100307	ENST00000401405	protein_coding	4	62	67	393	0	25	0	0	0	1	0	0	0	0	0	0	0	332	66	0	0	0	1	0	23	0	0	3	0	0	42	57
CBX7	ENSG00000100307	ENST00000434260	protein_coding	3	45	36	449	0	0	6	0	56	0	0	0	0	183	0	1	0	218	36	0	0	0	0	0	12	0	1	2	0	0	29	1
CBX7	ENSG00000100307	ENST00000475962	processed_transcript	0	1	0	525	0	0	0	0	0	0	0	0	0	0	0	0	0	406	0	6	0	0	0	0	1	0	0	0	0	0	0	114
CBX7	ENSG00000100307	ENST00000477827	retained_intron	0	6	0	270	0	0	0	0	0	0	0	0	0	61	0	0	0	107	0	99	0	0	0	0	6	0	0	0	0	0	0	9
CBX7	ENSG00000100307	ENST00000482294	retained_intron	0	2	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	94	0	0	0	0	2	0	0	0	0	0	0	0
CBX7	ENSG00000100307	ENST00000490741	retained_intron	0	7	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	173	0	0	0	0	7	0	0	0	0	0	0	78
CBY1	ENSG00000100211	ENST00000216029	protein_coding	5	40	63	225	0	18	0	0	5	0	0	1	0	0	0	2	0	211	62	0	0	0	0	2	13	0	0	1	1	0	31	0
CBY1	ENSG00000100211	ENST00000396811	protein_coding	5	45	63	225	0	18	4	0	24	0	0	1	0	0	0	2	0	192	62	0	0	0	0	2	14	0	0	1	1	0	31	0
CBY1	ENSG00000100211	ENST00000411557	protein_coding	4	26	31	278	0	0	6	0	41	0	0	1	0	119	0	1	0	126	30	0	0	0	0	2	11	0	0	1	0	0	12	0
CBY1	ENSG00000100211	ENST00000416285	protein_coding	4	45	53	242	0	0	10	0	60	0	0	1	0	72	0	1	0	119	52	0	0	0	0	2	14	0	0	1	0	0	25	0
CBY1	ENSG00000100211	ENST00000467118	retained_intron	2	3	0	272	0	0	0	0	0	0	0	0	0	128	0	0	0	23	0	81	0	0	0	2	3	0	0	0	0	0	0	45
CBY1	ENSG00000100211	ENST00000475924	retained_intron	0	5	0	326	0	0	0	0	0	0	0	0	0	168	0	0	0	117	0	46	0	0	0	0	5	0	0	0	0	0	0	0
CBY1	ENSG00000100211	ENST00000485501	retained_intron	2	9	0	320	0	0	0	0	0	0	0	0	0	67	0	0	0	162	0	102	0	0	0	2	9	0	0	0	0	0	0	0
CBY1	ENSG00000100211	ENST00000489847	retained_intron	2	10	0	319	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	142	0	0	0	2	10	0	0	0	0	0	0	0
CBY1	ENSG00000100211	ENST00000492537	retained_intron	2	12	0	317	0	0	0	0	0	0	0	0	0	54	0	0	0	174	0	103	0	0	0	2	12	0	0	0	0	0	0	0
CBY1	ENSG00000100211	ENST00000492576	retained_intron	2	11	0	318	0	0	0	0	0	0	0	0	0	82	0	0	0	143	0	106	0	0	0	2	11	0	0	0	0	0	0	0
CBY1	ENSG00000100211	ENST00000619293	protein_coding	8	44	77	148	0	18	0	0	0	0	0	1	0	0	0	3	0	138	76	0	0	0	0	2	14	1	0	2	1	0	37	1
CCDC116	ENSG00000161180	ENST00000292779	protein_coding	30	126	346	712	0	27	1	0	16	0	0	2	0	54	0	13	0	124	344	0	0	0	0	0	19	1	0	14	2	0	115	500
CCDC116	ENSG00000161180	ENST00000425975	protein_coding	3	30	60	1065	0	0	0	0	0	0	0	0	0	523	0	1	0	46	60	0	0	0	0	0	9	0	0	2	0	0	26	500
CCDC116	ENSG00000161180	ENST00000607942	protein_coding	20	93	251	796	0	0	1	0	16	0	0	0	0	210	0	10	0	78	251	0	0	0	0	0	15	1	0	9	0	0	83	500
CCDC117	ENSG00000159873	ENST00000249064	protein_coding	3	71	156	275	0	27	10	0	60	2	0	3	2	0	0	3	0	198	149	0	0	0	0	1	19	0	0	0	0	0	52	0
CCDC117	ENSG00000159873	ENST00000421503	protein_coding	3	61	122	319	0	27	10	0	60	0	0	4	1	0	0	3	0	240	117	0	0	0	0	1	14	0	0	0	0	0	44	0
CCDC117	ENSG00000159873	ENST00000432510	protein_coding	1	37	26	449	0	0	13	0	49	0	0	1	0	88	0	0	0	161	25	0	1	0	0	1	17	0	0	0	0	0	11	161
CCDC117	ENSG00000159873	ENST00000444523	protein_coding	0	36	72	313	0	0	10	0	60	1	0	1	1	120	0	0	0	135	69	0	0	0	0	0	5	0	0	0	0	0	24	0
CCDC117	ENSG00000159873	ENST00000448492	protein_coding	1	67	143	294	0	27	10	0	60	1	0	2	1	0	0	1	0	214	139	0	0	0	0	0	14	0	0	0	0	0	50	0
CCDC117	ENSG00000159873	ENST00000453543	nonsense_mediated_decay	1	29	0	681	0	146	10	0	60	0	0	0	0	65	0	0	0	161	0	270	0	0	0	1	19	0	0	0	0	0	0	0
CCDC134	ENSG00000100147	ENST00000255784	protein_coding	17	57	104	346	0	22	0	0	3	2	0	1	0	0	0	9	0	234	101	0	0	0	0	2	20	1	0	7	0	0	40	105
CCDC134	ENSG00000100147	ENST00000402061	protein_coding	8	23	49	445	0	13	0	0	3	1	0	1	0	9	0	5	0	324	47	0	0	0	0	0	12	1	0	3	0	0	12	105
CCDC157	ENSG00000187860	ENST00000338306	protein_coding	55	213	405	784	0	24	12	0	112	4	2	5	0	237	0	25	0	396	394	0	0	0	5	7	45	0	0	17	1	1	174	50
CCDC157	ENSG00000187860	ENST00000399824	protein_coding	7	45	50	595	0	29	12	0	112	0	0	0	0	388	0	4	0	19	50	0	0	0	1	0	3	0	0	1	1	0	30	50
CCDC157	ENSG00000187860	ENST00000405659	protein_coding	55	214	405	785	0	25	14	0	121	4	2	5	0	236	0	25	0	387	394	0	0	0	5	7	44	0	0	17	1	1	174	50
CCDC157	ENSG00000187860	ENST00000430839	protein_coding	17	61	107	805	0	0	1	0	2	1	0	0	0	538	0	9	0	115	106	0	0	0	1	3	16	0	0	4	0	0	53	160
CCDC157	ENSG00000187860	ENST00000445005	protein_coding	17	58	104	806	0	0	1	0	2	1	0	0	0	539	0	9	0	115	103	0	0	0	1	3	13	0	0	4	0	0	50	160
CCDC157	ENSG00000187860	ENST00000475975	retained_intron	8	32	0	1402	0	0	0	0	0	0	0	0	0	233	0	0	0	431	0	618	0	0	3	5	32	0	0	0	0	0	0	160
CCDC157	ENSG00000187860	ENST00000482413	retained_intron	1	10	0	1135	0	0	0	0	0	0	0	0	0	237	0	0	0	138	0	237	0	0	0	1	10	0	0	0	0	0	0	534
CCDC188	ENSG00000234409	ENST00000439765	protein_coding	33	148	186	1108	0	51	2	0	14	1	0	1	0	741	0	15	0	339	184	0	0	0	3	6	43	1	1	9	0	1	109	6
CCDC188	ENSG00000234409	ENST00000444532	retained_intron	6	28	0	1377	0	0	0	0	0	0	0	0	0	723	0	0	0	215	0	179	0	0	3	3	29	0	0	0	0	0	0	295
